tweet_id,tweet_date,text,name,stages_of_dogs,id,source,retweet_count,favorite_count,jpg_url,img_num,breed
889880896479866881,2017-07-25 16:11:53+00:00,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,Bruno,,,,,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,labrador_retriever
889665388333682689,2017-07-25 01:55:32+00:00,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,None,puppo,,,,,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,cardigan
889638837579907072,2017-07-25 00:10:02+00:00,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,Ted,,8.896388375799071e+17,Twitter for iPhone,4735.0,27672.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,boxer
889531135344209921,2017-07-24 17:02:04+00:00,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,Stuart,puppo,,,,,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,labrador_retriever
889278841981685760,2017-07-24 00:19:32+00:00,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,Oliver,,8.892788419816858e+17,Twitter for iPhone,5637.0,25652.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,borzoi
888917238123831296,2017-07-23 00:22:39+00:00,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,Jim,,8.889172381238313e+17,Twitter for iPhone,4709.0,29611.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,tibetan_mastiff
888804989199671297,2017-07-22 16:56:37+00:00,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,Zeke,,,,,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,labrador_retriever
888554962724278272,2017-07-22 00:23:06+00:00,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,Ralphus,,8.885549627242783e+17,Twitter for iPhone,3732.0,20290.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,eskimo_dog
888202515573088257,2017-07-21 01:02:36+00:00,RT @dog_rates: This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,Canela,,,,,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,rhodesian_ridgeback
888078434458587136,2017-07-20 16:49:33+00:00,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,Gerald,,8.880784344585871e+17,Twitter for iPhone,3653.0,22201.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,pug
887705289381826560,2017-07-19 16:06:48+00:00,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,Jeffrey,,8.877052893818266e+17,Twitter for iPhone,5609.0,30779.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,redbone
887517139158093824,2017-07-19 03:39:09+00:00,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,such,,8.875171391580938e+17,Twitter for iPhone,12082.0,46959.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,
887473957103951883,2017-07-19 00:47:34+00:00,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,Canela,,,,,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,rhodesian_ridgeback
887343217045368832,2017-07-18 16:08:03+00:00,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,None,,8.873432170453688e+17,Twitter for iPhone,10737.0,34222.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,weimaraner
887101392804085760,2017-07-18 00:07:08+00:00,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,None,,8.871013928040858e+17,Twitter for iPhone,6167.0,31061.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,eskimo_dog
886983233522544640,2017-07-17 16:17:36+00:00,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,Maya,,8.869832335225446e+17,Twitter for iPhone,8084.0,35859.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,toy_terrier
886736880519319552,2017-07-16 23:58:41+00:00,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",Mingus,,8.867368805193196e+17,Twitter for iPhone,3443.0,12306.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,great_pyrenees
886680336477933568,2017-07-16 20:14:00+00:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,Derek,,8.866803364779336e+17,Twitter for iPhone,4610.0,22798.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,
886366144734445568,2017-07-15 23:25:31+00:00,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,Roscoe,pupper,8.863661447344456e+17,Twitter for iPhone,3316.0,21524.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,chihuahua
886267009285017600,2017-07-15 16:51:35+00:00,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,None,,8.862670092850176e+17,Twitter for iPhone,4.0,117.0,,,
886258384151887873,2017-07-15 16:17:19+00:00,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,Waffles,,,,,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,
886054160059072513,2017-07-15 02:45:48+00:00,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,None,,,,,,,,
885984800019947520,2017-07-14 22:10:11+00:00,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,Jimbo,,8.859848000199475e+17,Twitter for iPhone,7097.0,33382.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,shih-tzu
885528943205470208,2017-07-13 15:58:47+00:00,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,Maisey,,8.855289432054702e+17,Twitter for iPhone,6683.0,36689.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,labrador_retriever
885518971528720385,2017-07-13 15:19:09+00:00,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,None,,,,,,,,
885311592912609280,2017-07-13 01:35:06+00:00,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,Lilly,,,,,,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1.0,pug
885167619883638784,2017-07-12 16:03:00+00:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,None,,8.851676198836388e+17,Twitter for iPhone,4556.0,22367.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,siberian_husky
884925521741709313,2017-07-12 00:01:00+00:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Earl,,,,,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,american_staffordshire_terrier
884876753390489601,2017-07-11 20:47:12+00:00,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,Lola,,,,,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,norwich_terrier
884562892145688576,2017-07-11 00:00:02+00:00,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Kevin,,8.845628921456886e+17,Twitter for iPhone,5100.0,24765.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,french_bulldog
884441805382717440,2017-07-10 15:58:53+00:00,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",None,,8.844418053827174e+17,Twitter for iPhone,5856.0,27478.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,cardigan
884247878851493888,2017-07-10 03:08:17+00:00,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,None,,8.842478788514939e+17,Twitter for iPhone,21298.0,74423.0,,,
884162670584377345,2017-07-09 21:29:42+00:00,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,doggo,,,,,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,malinois
883838122936631299,2017-07-09 00:00:04+00:00,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Noah,,,,,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,miniature_pinscher
883482846933004288,2017-07-08 00:28:19+00:00,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Bella,,8.834828469330043e+17,Twitter for iPhone,10407.0,46860.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,labrador_retriever
883360690899218434,2017-07-07 16:22:55+00:00,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,floofer,,,,,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,tibetan_mastiff
883117836046086144,2017-07-07 00:17:54+00:00,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",None,,8.831178360460861e+17,Twitter for iPhone,6949.0,37914.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,labrador_retriever
882992080364220416,2017-07-06 15:58:11+00:00,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,,8.829920803642204e+17,Twitter for iPhone,4122.0,24445.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,siberian_husky
882762694511734784,2017-07-06 00:46:41+00:00,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,pupper,8.827626945117348e+17,Twitter for iPhone,5134.0,28903.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,chesapeake_bay_retriever
882627270321602560,2017-07-05 15:48:34+00:00,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Stanley,,8.826272703216026e+17,Twitter for iPhone,6342.0,28382.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,chihuahua
882268110199369728,2017-07-04 16:01:23+00:00,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Alfy,,8.822681101993697e+17,Twitter for iPhone,12118.0,45880.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,labrador_retriever
882045870035918850,2017-07-04 01:18:17+00:00,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Koko,,,,,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,golden_retriever
881906580714921986,2017-07-03 16:04:48+00:00,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Rey,,,,,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,chesapeake_bay_retriever
881666595344535552,2017-07-03 00:11:11+00:00,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,pupper,8.816665953445356e+17,Twitter for iPhone,11099.0,51522.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,afghan_hound
881633300179243008,2017-07-02 21:58:53+00:00,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,None,,8.81633300179243e+17,Twitter for iPhone,7.0,129.0,,,
881536004380872706,2017-07-02 15:32:16+00:00,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",a,pupper,,,,,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,
881268444196462592,2017-07-01 21:49:04+00:00,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,Elliot,,8.812684441964626e+17,Twitter for iPhone,5358.0,23501.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,
880935762899988482,2017-06-30 23:47:07+00:00,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Louis,,,,,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,
880872448815771648,2017-06-30 19:35:32+00:00,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,None,,8.808724488157716e+17,Twitter for iPhone,3989.0,21734.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,norwich_terrier
880465832366813184,2017-06-29 16:39:47+00:00,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,,8.804658323668132e+17,Twitter for iPhone,6546.0,29075.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,labrador_retriever
880221127280381952,2017-06-29 00:27:25+00:00,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,,8.80221127280382e+17,Twitter for iPhone,4436.0,27640.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,clumber
880095782870896641,2017-06-28 16:09:20+00:00,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,None,,,,,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,rhodesian_ridgeback
879862464715927552,2017-06-28 00:42:13+00:00,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,,8.798624647159276e+17,Twitter for iPhone,3642.0,22667.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,beagle
879674319642796034,2017-06-27 12:14:36+00:00,@RealKentMurphy 14/10 confirmed,None,,,,,,,,
879492040517615616,2017-06-27 00:10:17+00:00,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,,8.794920405176156e+17,Twitter for iPhone,3323.0,23822.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,vizsla
879415818425184262,2017-06-26 19:07:24+00:00,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,,,,,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,boston_bull
879376492567855104,2017-06-26 16:31:08+00:00,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,,8.793764925678551e+17,Twitter for iPhone,3261.0,17099.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,labrador_retriever
879130579576475649,2017-06-26 00:13:58+00:00,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,Emmy,,,,,,,,
879050749262655488,2017-06-25 18:56:45+00:00,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,Steven,,8.790507492626555e+17,Twitter for iPhone,4941.0,23022.0,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1.0,
879008229531029506,2017-06-25 16:07:47+00:00,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Beau,,,,,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,miniature_pinscher
878776093423087618,2017-06-25 00:45:22+00:00,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Snoopy,,,,,,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,whippet
878604707211726852,2017-06-24 13:24:20+00:00,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,None,,,,,,,,
878404777348136964,2017-06-24 00:09:53+00:00,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",Shadow,,,,,,,,
878316110768087041,2017-06-23 18:17:33+00:00,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,Terrance,,,,,,,,
878281511006478336,2017-06-23 16:00:04+00:00,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,,8.782815110064783e+17,Twitter for iPhone,1349.0,7913.0,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,collie
878057613040115712,2017-06-23 01:10:23+00:00,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,,8.780576130401157e+17,Twitter for iPhone,7181.0,42876.0,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,boston_bull
877736472329191424,2017-06-22 03:54:17+00:00,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Aja,,8.777364723291914e+17,Twitter for iPhone,17300.0,71144.0,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,labrador_retriever
877611172832227328,2017-06-21 19:36:23+00:00,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,None,pupper,,,,,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,1.0,golden_retriever
877556246731214848,2017-06-21 15:58:08+00:00,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,,8.775562467312148e+17,Twitter for iPhone,3994.0,23258.0,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1.0,welsh_springer_spaniel
877316821321428993,2017-06-21 00:06:44+00:00,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Dante,,,,,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1.0,italian_greyhound
877201837425926144,2017-06-20 16:29:50+00:00,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Nelly,,8.772018374259261e+17,Twitter for iPhone,5880.0,27755.0,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1.0,cardigan
876838120628539392,2017-06-19 16:24:33+00:00,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,Ginger,pupper,8.768381206285394e+17,Twitter for iPhone,3506.0,21125.0,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1.0,redbone
876537666061221889,2017-06-18 20:30:39+00:00,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,None,doggo,,,,,,,
876484053909872640,2017-06-18 16:57:37+00:00,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Benedict,,8.764840539098726e+17,Twitter for iPhone,2511.0,19163.0,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1.0,irish_terrier
876120275196170240,2017-06-17 16:52:05+00:00,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",Venti,puppo,8.761202751961702e+17,Twitter for iPhone,4903.0,28490.0,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1.0,saint_bernard
875747767867523072,2017-06-16 16:11:53+00:00,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Goose,,8.757477678675231e+17,Twitter for iPhone,4497.0,25773.0,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1.0,chesapeake_bay_retriever
875144289856114688,2017-06-15 00:13:52+00:00,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,Nugget,,8.751442898561147e+17,Twitter for iPhone,5081.0,22185.0,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1.0,pembroke
875097192612077568,2017-06-14 21:06:43+00:00,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,None,,8.750971926120776e+17,Twitter for iPhone,6342.0,27997.0,,,
875021211251597312,2017-06-14 16:04:48+00:00,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,None,,8.750212112515973e+17,Twitter for iPhone,4922.0,26022.0,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2.0,siberian_husky
874680097055178752,2017-06-13 17:29:20+00:00,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,Cash,,8.746800970551788e+17,Twitter for iPhone,4875.0,28439.0,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1.0,staffordshire_bullterrier
